Solar Radiation File									
Wall Study 2001									
SLTEST Site									
Date:  July 2001									

Year	Month	Day	Hour	Minute	Second	Decimal Time	Rs down	Rs up	L down
1	7	19	13	48	38	13.81055556	1018.22	311.6	388.18
1	7	19	13	49	38	13.82722222	1019.01	311.17	388.69
1	7	19	13	50	38	13.84388889	1019.98	311.13	391.61
1	7	19	13	51	38	13.86055556	1019.37	311.18	397.19
1	7	19	13	52	38	13.87722222	1018.7	311.6	394.21
1	7	19	13	53	38	13.89388889	1018.16	311.66	397.4
1	7	19	13	54	38	13.91055556	1017.55	311.84	394.94
1	7	19	13	55	38	13.92722222	1017	311.62	393.12
1	7	19	13	56	38	13.94388889	1016.99	311.49	392.59
1	7	19	13	57	38	13.96055556	1017.66	311.39	391.03
1	7	19	13	58	38	13.97722222	1018.66	311.31	391.01
1	7	19	13	59	38	13.99388889	1018.94	311.18	392.16
1	7	19	14	0	38	14.01055556	1018.97	310.92	391.1
1	7	19	14	1	38	14.02722222	1016.6	310.02	394.53
1	7	19	14	2	38	14.04388889	1016.48	310.21	395.32
1	7	19	14	3	38	14.06055556	1016.42	310.25	392.95
1	7	19	14	4	38	14.07722222	1016.25	310.22	396.97
1	7	19	14	5	38	14.09388889	1016.74	310.78	399.37
1	7	19	14	6	38	14.11055556	1017.78	311.51	397.63
1	7	19	14	7	38	14.12722222	1017.31	311.64	399.66
1	7	19	14	8	38	14.14388889	1015.48	311.08	395.34
1	7	19	14	9	38	14.16055556	1015.93	310.77	394.01
1	7	19	14	10	38	14.17722222	1017.07	310.67	395.22
1	7	19	14	11	38	14.19388889	1018.28	310.82	393.27
1	7	19	14	12	38	14.21055556	1019.97	310.9	390.31
1	7	19	14	13	38	14.22722222	1020.82	310.67	392.11
1	7	19	14	14	38	14.24388889	1019.17	310.16	396.65
1	7	19	14	15	38	14.26055556	1017.17	309.66	397.63
1	7	19	14	16	38	14.27722222	1011.29	308.17	403.1
1	7	19	14	17	38	14.29388889	1009.15	308		396.73
1	7	19	14	18	38	14.31055556	1009.19	307.91	393.08
1	7	19	14	19	38	14.32722222	1012.27	308.6	393.98
1	7	19	14	20	38	14.34388889	1016.6	309.83	398.04
1	7	19	14	21	38	14.36055556	1018.08	310.25	394.7
1	7	19	14	22	38	14.37722222	1017.68	309.86	395.23
1	7	19	14	23	38	14.39388889	1014.94	308.94	397.31
1	7	19	14	24	38	14.41055556	1016.15	309.21	397
1	7	19	14	25	38	14.42722222	1016.85	309.42	396.22
1	7	19	14	26	38	14.44388889	1016.8	309.22	393.73
1	7	19	14	27	38	14.46055556	1015.93	308.39	388.43
1	7	19	14	28	38	14.47722222	1016.34	308.05	391.43
1	7	19	14	29	38	14.49388889	1015.85	307.88	392.72
1	7	19	14	30	38	14.51055556	1015.75	308.03	390.91
1	7	19	14	31	38	14.52722222	1014.65	307.92	394.74
1	7	19	14	32	38	14.54388889	1013.61	307.69	392.07
1	7	19	14	33	38	14.56055556	1019.06	309.64	396.76
1	7	19	14	34	38	14.57722222	1021.49	310.54	389.65
1	7	19	14	35	38	14.59388889	1019.72	309.87	394.44
1	7	19	14	36	38	14.61055556	1014.2	308.3	392.69
1	7	19	14	37	38	14.62722222	1010.84	307.26	392.77
1	7	19	14	38	38	14.64388889	1009.75	307.32	397.37
1	7	19	14	39	38	14.66055556	1009.32	307.57	392.14
1	7	19	14	40	38	14.67722222	1008.58	307.63	396.82
1	7	19	14	41	38	14.69388889	1008.65	307.7	388.86
1	7	19	14	42	38	14.71055556	1008.43	307.21	389.85
1	7	19	14	43	38	14.72722222	1008.3	307.28	395.14
1	7	19	14	44	38	14.74388889	1006.58	307.3	395.8
1	7	19	14	45	38	14.76055556	1005.43	307.04	384.33
1	7	19	14	46	38	14.77722222	1004.19	306.23	384.94
1	7	19	14	47	38	14.79388889	1001.94	305.61	390.98
1	7	19	14	48	38	14.81055556	1000.13	305.52	393.69
1	7	19	14	49	38	14.82722222	999.24	305.74	395.7
1	7	19	14	50	38	14.84388889	997.71	305.34	387.27
1	7	19	14	51	38	14.86055556	996.09	304.45	386.53
1	7	19	14	52	38	14.87722222	994.75	303.94	389.03
1	7	19	14	53	38	14.89388889	992.49	303.53	393.82
1	7	19	14	54	38	14.91055556	990.88	303.46	388.74
1	7	19	14	55	38	14.92722222	989.5	303.23	390.92
1	7	19	14	56	38	14.94388889	986.36	302.6	393.06
1	7	19	14	57	38	14.96055556	984.52	302.61	396.39
1	7	19	14	58	38	14.97722222	982.76	302.5	394.76
1	7	19	14	59	38	14.99388889	980.75	302.13	396.93
1	7	19	15	0	38	15.01055556	978.35	301.51	395.58
1	7	19	15	1	38	15.02722222	977.5	301.24	392.75
1	7	19	15	2	38	15.04388889	975.26	300.23	391.85
1	7	19	15	3	38	15.06055556	974.25	299.99	393.96
1	7	19	15	4	38	15.07722222	973.94	299.77	389.03
1	7	19	15	5	38	15.09388889	969.78	298.52	393.21
1	7	19	15	6	38	15.11055556	957.26	294.89	392.27
1	7	19	15	7	38	15.12722222	959.56	295.91	394.54
1	7	19	15	8	38	15.14388889	963.38	297.54	397.11
1	7	19	15	9	38	15.16055556	965.06	298.13	389.53
1	7	19	15	10	38	15.17722222	963.9	297.3	389
1	7	19	15	11	38	15.19388889	962.42	296.76	390.77
1	7	19	15	12	38	15.21055556	962.05	296.74	391.85
1	7	19	15	13	38	15.22722222	960.97	296.79	390.91
1	7	19	15	14	38	15.24388889	958.53	296.25	392.36
1	7	19	15	15	38	15.26055556	953.32	294.98	395.06
1	7	19	15	16	38	15.27722222	953.91	295.61	399.11
1	7	19	15	17	38	15.29388889	953.62	295.92	393.84
1	7	19	15	18	38	15.31055556	950.94	294.89	389.84
1	7	19	15	19	38	15.32722222	949		294.14	392.49
1	7	19	15	20	38	15.34388889	946.76	293.42	388.89
1	7	19	15	21	38	15.36055556	944.66	292.91	391.56
1	7	19	15	22	38	15.37722222	942.68	292.63	397.02
1	7	19	15	23	38	15.39388889	940.5	292.46	395.99
1	7	19	15	24	38	15.41055556	938.02	291.97	395.35
1	7	19	15	25	38	15.42722222	936.02	291.13	389.77
1	7	19	15	26	38	15.44388889	934.43	290.47	392.4
1	7	19	15	27	38	15.46055556	933.27	290.06	393.21
1	7	19	15	28	38	15.47722222	931.07	289.6	396.58
1	7	19	15	29	38	15.49388889	928.73	289.38	395.02
1	7	19	15	30	38	15.51055556	926.49	288.72	394.02
1	7	19	15	31	38	15.52722222	923.68	287.96	394.73
1	7	19	15	32	38	15.54388889	922.97	287.97	394.22
1	7	19	15	33	38	15.56055556	921.59	287.78	394.34
1	7	19	15	34	38	15.57722222	918.77	286.85	394.08
1	7	19	15	35	38	15.59388889	918.22	286.62	396.47
1	7	19	15	36	38	15.61055556	916.6	286.28	392.45
1	7	19	15	37	38	15.62722222	914.44	285.68	393.69
1	7	19	15	38	38	15.64388889	912.31	285.04	393.05
1	7	19	15	39	38	15.66055556	910.53	284.64	391.68
1	7	19	15	40	38	15.67722222	908.6	284.22	393.01
1	7	19	15	41	38	15.69388889	905.88	283.75	398.76
1	7	19	15	42	37	15.71027778	903.35	283.36	392.77
1	7	19	15	43	38	15.72722222	900.92	282.54	391.46
1	7	19	15	44	38	15.74388889	898.95	281.86	388.84
1	7	19	15	45	37	15.76027778	897.34	281.39	394.1
1	7	19	15	46	37	15.77694444	895.53	280.87	388.06
1	7	19	15	47	37	15.79361111	894.07	280.3	393.41
1	7	19	15	48	37	15.81027778	891.88	279.75	390.51
1	7	19	15	49	37	15.82694444	888.87	278.97	395.12
1	7	19	15	50	37	15.84361111	884.96	278.2	394.97
1	7	19	15	51	37	15.86027778	882.97	277.88	393.56
1	7	19	15	52	37	15.87694444	882.94	277.75	388.63
1	7	19	15	53	37	15.89361111	879.94	276.66	389.44
1	7	19	15	54	37	15.91027778	878.62	276.38	390.98
1	7	19	15	55	37	15.92694444	876.13	275.94	393.03
1	7	19	15	56	37	15.94361111	874.07	275.33	388.02
1	7	19	15	57	37	15.96027778	870.91	274.33	393.14
1	7	19	15	58	37	15.97694444	869.49	274.22	391.85
1	7	19	15	59	37	15.99361111	867.74	273.67	388.38
1	7	19	16	0	37	16.01027778	865.31	272.74	390.46
1	7	19	16	1	37	16.02694444	861.99	271.84	390.66
1	7	19	16	2	37	16.04361111	858.51	270.79	390.62
1	7	19	16	3	37	16.06027778	855.64	270.03	391.81
1	7	19	16	4	37	16.07694444	852.65	269.14	388.64
1	7	19	16	5	37	16.09361111	849.77	268.39	393.15
1	7	19	16	6	37	16.11027778	847.04	267.93	393.58
1	7	19	16	7	37	16.12694444	844.89	267.6	392.17
1	7	19	16	8	37	16.14361111	843.72	267.74	394.6
1	7	19	16	9	37	16.16027778	842.02	267.39	390.31
1	7	19	16	10	37	16.17694444	840.53	266.81	389.61
1	7	19	16	11	37	16.19361111	840.47	266.81	394.88
1	7	19	16	12	37	16.21027778	839.75	266.75	386.69
1	7	19	16	13	37	16.22694444	837.93	265.99	386.35
1	7	19	16	14	37	16.24361111	835.06	265.12	385.75
1	7	19	16	15	37	16.26027778	832.76	264.51	387.22
1	7	19	16	16	37	16.27694444	829.89	263.86	388.95
1	7	19	16	17	37	16.29361111	826.9	263.3	391.1
1	7	19	16	18	37	16.31027778	824.94	263.11	386.89
1	7	19	16	19	37	16.32694444	822.39	262.38	386.75
1	7	19	16	20	37	16.34361111	818.85	261.39	387.01
1	7	19	16	21	37	16.36027778	816.08	260.6	385.77
1	7	19	16	22	37	16.37694444	812.79	259.79	388.69
1	7	19	16	23	37	16.39361111	808.63	258.95	388.05
1	7	19	16	24	37	16.41027778	805.28	258.32	391.78
1	7	19	16	25	37	16.42694444	802.06	257.87	389.45
1	7	19	16	26	37	16.44361111	798.42	257.02	392.71
1	7	19	16	27	37	16.46027778	795.76	256.56	389.62
1	7	19	16	28	37	16.47694444	792.96	255.48	387.33
1	7	19	16	29	37	16.49361111	789.53	254.37	390.25
1	7	19	16	30	37	16.51027778	786.93	253.83	392.53
1	7	19	16	31	37	16.52694444	784.74	253.38	390.8
1	7	19	16	32	37	16.54361111	783.69	253.1	392.05
1	7	19	16	33	37	16.56027778	782.18	252.73	388.83
1	7	19	16	34	37	16.57694444	778.82	251.57	387.51
1	7	19	16	35	37	16.59361111	774.74	250.13	383.98
1	7	19	16	36	37	16.61027778	770.48	248.84	388.96
1	7	19	16	37	37	16.62694444	767.12	248.18	389.1
1	7	19	16	38	37	16.64361111	764.35	247.48	384.35
1	7	19	16	39	37	16.66027778	762.29	246.91	389.22
1	7	19	16	40	37	16.67694444	759.87	246.52	387.44
1	7	19	16	41	37	16.69361111	756.7	245.86	384.73
1	7	19	16	42	37	16.71027778	752.87	244.85	385.24
1	7	19	16	43	37	16.72694444	749.56	244.04	386.63
1	7	19	16	44	37	16.74361111	746.56	243.29	385.4
1	7	19	16	45	37	16.76027778	743.66	242.52	383.42
1	7	19	16	46	37	16.77694444	740.99	241.85	385.24
1	7	19	16	47	37	16.79361111	738.1	241.29	388.69
1	7	19	16	48	37	16.81027778	734.38	240.55	387.5
1	7	19	16	49	37	16.82694444	732.16	239.87	384.27
1	7	19	16	50	37	16.84361111	728.44	238.56	383.26
1	7	19	16	51	37	16.86027778	724.84	237.48	389.1
1	7	19	16	52	37	16.87694444	720.8	236.63	388.28
1	7	19	16	53	37	16.89361111	718.11	236.08	386.99
1	7	19	16	54	37	16.91027778	717.22	236.04	385.16
1	7	19	16	55	37	16.92694444	716.73	235.92	387.01
1	7	19	16	56	37	16.94361111	714.84	235.39	387.5
1	7	19	16	57	37	16.96027778	711.54	234.35	384.65
1	7	19	16	58	37	16.97694444	705.61	232.21	382.96
1	7	19	16	59	37	16.99361111	701.93	230.89	387.12
1	7	19	17	0	37	17.01027778	698.7	230.01	384.65
1	7	19	17	1	37	17.02694444	696.31	229.34	384.72
1	7	19	17	2	37	17.04361111	693.94	228.42	385.85
1	7	19	17	3	37	17.06027778	691.58	227.86	385.33
1	7	19	17	4	37	17.07694444	689.41	227.34	388.15
1	7	19	17	5	37	17.09361111	687.21	226.92	388.54
1	7	19	17	6	37	17.11027778	683.62	225.75	385.13
1	7	19	17	7	37	17.12694444	681.11	225.05	388.05
1	7	19	17	8	37	17.14361111	677.89	224.08	382.61
1	7	19	17	9	37	17.16027778	674.53	222.77	382.12
1	7	19	17	10	37	17.17694444	670.76	221.78	387.89
1	7	19	17	11	37	17.19361111	667.17	221.2	388.96
1	7	19	17	12	37	17.21027778	664.45	220.79	388.7
1	7	19	17	13	37	17.22694444	662.12	220.08	385.85
1	7	19	17	14	37	17.24361111	659.16	218.96	384.15
1	7	19	17	15	37	17.26027778	654.66	217.31	387.71
1	7	19	17	16	37	17.27694444	650.91	216.07	387.71
1	7	19	17	17	37	17.29361111	648.22	215.26	388.93
1	7	19	17	18	37	17.31027778	646.1	214.68	386.98
1	7	19	17	19	37	17.32694444	643.38	213.65	385.65
1	7	19	17	20	37	17.34361111	641.34	212.84	382.24
1	7	19	17	21	37	17.36027778	639.38	211.93	383.97
1	7	19	17	22	37	17.37694444	635.83	210.78	385.11
1	7	19	17	23	37	17.39361111	631.75	209.59	385.02
1	7	19	17	24	37	17.41027778	628.31	208.68	385.51
1	7	19	17	25	37	17.42694444	625.64	208.03	387.48
1	7	19	17	26	37	17.44361111	624.01	207.7	384.18
1	7	19	17	27	37	17.46027778	621.06	206.82	382.76
1	7	19	17	28	37	17.47694444	617.38	205.55	384.15
1	7	19	17	29	37	17.49361111	614.19	204.74	385.51
1	7	19	17	30	37	17.51027778	611.18	203.91	383.62
1	7	19	17	31	37	17.52694444	607.76	202.9	387.41
1	7	19	17	32	37	17.54361111	603.66	201.87	383.89
1	7	19	17	33	37	17.56027778	600.21	200.75	382.96
1	7	19	17	34	37	17.57694444	597.17	199.74	383.17
1	7	19	17	35	37	17.59361111	593.6	198.73	383.34
1	7	19	17	36	37	17.61027778	590.35	197.82	384.7
1	7	19	17	37	37	17.62694444	587.01	196.9	385.22
1	7	19	17	38	37	17.64361111	584.73	196.19	384.76
1	7	19	17	39	37	17.66027778	582.68	195.63	386.63
1	7	19	17	40	37	17.67694444	579.91	194.95	388.64
1	7	19	17	41	37	17.69361111	576.74	194.04	388.48
1	7	19	17	42	37	17.71027778	574.11	193.19	384.81
1	7	19	17	43	37	17.72694444	571.17	192.19	385.77
1	7	19	17	44	37	17.74361111	567.72	190.98	383.71
1	7	19	17	45	37	17.76027778	563.26	189.43	381.55
1	7	19	17	46	37	17.77694444	558.93	187.91	382.87
1	7	19	17	47	37	17.79361111	555.16	186.73	383.22
1	7	19	17	48	37	17.81027778	551.2	185.63	385.16
1	7	19	17	49	37	17.82694444	548.17	184.75	381.92
1	7	19	17	50	37	17.84361111	545.49	183.76	378.91
1	7	19	17	51	37	17.86027778	542.11	182.52	380.67
1	7	19	17	52	37	17.87694444	538.72	181.5	382.32
1	7	19	17	53	37	17.89361111	535.5	180.6	382.93
1	7	19	17	54	37	17.91027778	532.73	179.84	385.94
1	7	19	17	55	37	17.92694444	529.92	179.15	384.69
1	7	19	17	56	37	17.94361111	526.93	178.26	383.11
1	7	19	17	57	37	17.96027778	524		177.25	380.34
1	7	19	17	58	37	17.97694444	521.34	176.08	380.1
1	7	19	17	59	36	17.99333333	518.07	174.99	381.29
1	7	19	18	0	37	18.01027778	514.99	174.09	381.19
1	7	19	18	1	36	18.02666667	512.42	173.26	382.07
1	7	19	18	2	36	18.04333333	509.42	172.29	379.75
1	7	19	18	3	36	18.06		506.26	171.23	381.23
1	7	19	18	4	36	18.07666667	502.56	170.03	380.13
1	7	19	18	5	36	18.09333333	498.92	168.87	381.48
1	7	19	18	6	36	18.11		495.27	167.69	380.24
1	7	19	18	7	36	18.12666667	492.65	166.83	382.71
1	7	19	18	8	36	18.14333333	489.8	166.03	380.18
1	7	19	18	9	36	18.16		486.24	164.87	381.87
1	7	19	18	10	36	18.17666667	482.62	163.68	380.74
1	7	19	18	11	36	18.19333333	479.27	162.56	382.81
1	7	19	18	12	36	18.21		476.37	161.72	383.34
1	7	19	18	13	36	18.22666667	473.99	160.85	379.78
1	7	19	18	14	36	18.24333333	471.19	159.66	380.24
1	7	19	18	15	36	18.26		468.28	158.51	379.86
1	7	19	18	16	36	18.27666667	465.19	157.32	380.56
1	7	19	18	17	36	18.29333333	462.04	156.23	381.15
1	7	19	18	18	36	18.31		458.77	155.08	379.84
1	7	19	18	19	36	18.32666667	454.79	153.68	381.09
1	7	19	18	20	36	18.34333333	450.89	152.44	382.15
1	7	19	18	21	36	18.36		447.76	151.52	383.83
1	7	19	18	22	36	18.37666667	445.2	150.86	385.11
1	7	19	18	23	36	18.39333333	442.07	149.92	384.61
1	7	19	18	24	36	18.41		439.7	149.14	383.19
1	7	19	18	25	36	18.42666667	436.81	148.13	381.77
1	7	19	18	26	36	18.44333333	433.86	147.02	378.91
1	7	19	18	27	36	18.46		430.75	145.76	379
1	7	19	18	28	36	18.47666667	426.95	144.41	380.85
1	7	19	18	29	36	18.49333333	423.86	143.41	379.5
1	7	19	18	30	36	18.51		420.99	142.48	379.11
1	7	19	18	31	36	18.52666667	417.85	141.43	382.82
1	7	19	18	32	36	18.54333333	414.81	140.68	383.49
1	7	19	18	33	36	18.56		411.83	139.85	381.11
1	7	19	18	34	36	18.57666667	409.34	138.86	379.96
1	7	19	18	35	36	18.59333333	405.95	137.66	381.12
1	7	19	18	36	36	18.61		402.81	136.6	380.42
1	7	19	18	37	36	18.62666667	399.6	135.48	380.48
1	7	19	18	38	36	18.64333333	396.26	134.33	379.01
1	7	19	18	39	36	18.66		393.07	133.24	379.38
1	7	19	18	40	36	18.67666667	389.62	132.18	380.59
1	7	19	18	41	36	18.69333333	386.26	131.2	380.38
1	7	19	18	42	36	18.71		382.89	130.24	380.96
1	7	19	18	43	36	18.72666667	379.42	129.23	382.55
1	7	19	18	44	36	18.74333333	376.12	128.36	383.05
1	7	19	18	45	36	18.76		372.58	127.43	383.13
1	7	19	18	46	36	18.77666667	369.1	126.42	381.22
1	7	19	18	47	36	18.79333333	365.58	125.28	380.67
1	7	19	18	48	36	18.81		362.11	124.14	380.79
1	7	19	18	49	36	18.82666667	358.9	123.16	380.88
1	7	19	18	50	36	18.84333333	355.5	122.13	380.38
1	7	19	18	51	36	18.86		352.56	121.25	381.09
1	7	19	18	52	36	18.87666667	349.51	120.49	382.65
1	7	19	18	53	36	18.89333333	345.97	119.59	382.68
1	7	19	18	54	36	18.91		342		118.44	380.47
1	7	19	18	55	36	18.92666667	338.12	117.2	378.4
1	7	19	18	56	36	18.94333333	334.08	115.98	378.51
1	7	19	18	57	36	18.96		330.17	114.9	379.05
1	7	19	18	58	36	18.97666667	326.18	113.84	378.89
1	7	19	18	59	36	18.99333333	322.42	112.86	378.86
1	7	19	19	0	36	19.01		318.53	111.83	379.86
1	7	19	19	1	36	19.02666667	314.86	110.94	378.69
1	7	19	19	2	36	19.04333333	311.28	109.96	379.03
1	7	19	19	3	36	19.06		307.61	108.99	378.95
1	7	19	19	4	36	19.07666667	303.53	107.82	379.38
1	7	19	19	5	36	19.09333333	299.51	106.64	378.56
1	7	19	19	6	36	19.11		295.83	105.5	377.73
1	7	19	19	7	36	19.12666667	292.34	104.33	377.67
1	7	19	19	8	36	19.14333333	288.76	103.26	377.52
1	7	19	19	9	36	19.16		285.06	102.17	378.79
1	7	19	19	10	36	19.17666667	281.56	101.16	377.62
1	7	19	19	11	36	19.19333333	278.07	100.15	378.33
1	7	19	19	12	36	19.21		274.62	99.14	377.78
1	7	19	19	13	36	19.22666667	271.38	98.24	377.85
1	7	19	19	14	36	19.24333333	268.01	97.2	377.1
1	7	19	19	15	36	19.26		264.46	96.11	379.24
1	7	19	19	16	36	19.27666667	260.82	95.11	380.04
1	7	19	19	17	36	19.29333333	257.44	94.17	378.3
1	7	19	19	18	36	19.31		254.17	93.22	378.24
1	7	19	19	19	36	19.32666667	250.96	92.31	377.88
1	7	19	19	20	36	19.34333333	247.71	91.34	377.65
1	7	19	19	21	36	19.36		244.28	90.31	376.14
1	7	19	19	22	36	19.37666667	240.7	89.16	375.87
1	7	19	19	23	36	19.39333333	237.12	88.07	375.59
1	7	19	19	24	36	19.41		233.3	86.93	376.23
1	7	19	19	25	36	19.42666667	229.32	85.86	376.8
1	7	19	19	26	36	19.44333333	225.12	84.72	377.03
1	7	19	19	27	36	19.46		221		83.55	376.52
1	7	19	19	28	36	19.47666667	216.96	82.35	376.69
1	7	19	19	29	36	19.49333333	213.55	81.34	375.81
1	7	19	19	30	36	19.51		210.18	80.29	375.91
1	7	19	19	31	36	19.52666667	206.98	79.24	375.29
1	7	19	19	32	36	19.54333333	203.85	78.25	376
1	7	19	19	33	36	19.56		200.56	77.28	375.85
1	7	19	19	34	36	19.57666667	197.23	76.24	376.1
1	7	19	19	35	36	19.59333333	193.97	75.26	376.25
1	7	19	19	36	36	19.61		190.63	74.25	375.9
1	7	19	19	37	36	19.62666667	187.37	73.32	375.74
1	7	19	19	38	36	19.64333333	183.92	72.39	375.77
1	7	19	19	39	36	19.66		180.03	71.31	375.91
1	7	19	19	40	36	19.67666667	176.18	70.27	375.45
1	7	19	19	41	36	19.69333333	172.6	69.29	374.9
1	7	19	19	42	36	19.71		169.06	68.32	375.04
1	7	19	19	43	36	19.72666667	165.82	67.38	374.9
1	7	19	19	44	36	19.74333333	162.43	66.29	374.92
1	7	19	19	45	36	19.76		159.03	65.22	374.98
1	7	19	19	46	36	19.77666667	155.74	64.19	374.67
1	7	19	19	47	36	19.79333333	152.62	63.16	375.18
1	7	19	19	48	36	19.81		149.34	62.05	375.06
1	7	19	19	49	36	19.82666667	146.53	61		374.43
1	7	19	19	50	36	19.84333333	143.37	59.77	374.09
1	7	19	19	51	36	19.86		131.82	54.56	373.79
1	7	19	19	52	36	19.87666667	120.72	49.63	372.98
1	7	19	19	53	36	19.89333333	125.93	52.31	373.16
1	7	19	19	54	36	19.91		127.61	53.21	373.25
1	7	19	19	55	36	19.92666667	129.8	54.33	373.34
1	7	19	19	56	36	19.94333333	127.71	53.43	372.95
1	7	19	19	57	36	19.96		125.47	52.49	372.75
1	7	19	19	58	36	19.97666667	123.26	51.56	372.75
1	7	19	19	59	36	19.99333333	120.8	50.56	372.47
1	7	19	20	0	36	20.01		118.03	49.48	372.4
1	7	19	20	1	36	20.02666667	115.35	48.45	371.48
1	7	19	20	2	36	20.04333333	93.49	38.48	370.64
1	7	19	20	3	36	20.06		43.35	15.58	366.76
1	7	19	20	4	36	20.07666667	28.43	9.25	364.54
1	7	19	20	5	36	20.09333333	27.86	9.26	364.39
1	7	19	20	6	36	20.11		27.45	9.26	364.13
1	7	19	20	7	36	20.12666667	27.27	9.34	363.7
1	7	19	20	8	36	20.14333333	40.88	16.14	364.5
1	7	19	20	9	36	20.16		77.03	33.27	367.23
1	7	19	20	10	36	20.17666667	77.26	33.31	367.51
1	7	19	20	11	36	20.19333333	81.11	35.26	367.03
1	7	19	20	12	36	20.21		85.19	37.13	367
1	7	19	20	13	36	20.22666667	83.06	36.18	366.6
1	7	19	20	14	36	20.24333333	80.68	35.14	366.39
1	7	19	20	15	36	20.26		78.17	34.13	366.47
1	7	19	20	16	36	20.27666667	75.82	33.24	366.54
1	7	19	20	17	36	20.29333333	73.28	32.31	366.39
1	7	19	20	18	35	20.30972222	70.75	31.39	366.1
1	7	19	20	19	35	20.32638889	64.93	28.77	365.67
1	7	19	20	20	36	20.34333333	45.28	19.38	364.68
1	7	19	20	21	35	20.35972222	44.67	19.62	365.14
1	7	19	20	22	35	20.37638889	59.21	27.21	365.9
1	7	19	20	23	35	20.39305556	59.74	27.68	365.87
1	7	19	20	24	35	20.40972222	57.51	26.78	365.44
1	7	19	20	25	35	20.42638889	55.23	25.86	364.57
1	7	19	20	26	35	20.44305556	52.92	24.88	364.34
1	7	19	20	27	35	20.45972222	50.77	24.01	364.74
1	7	19	20	28	35	20.47638889	48.62	23.19	364.79
1	7	19	20	29	35	20.49305556	46.59	22.42	364.43
1	7	19	20	30	35	20.50972222	44.45	21.62	363.72
1	7	19	20	31	35	20.52638889	41.69	20.46	362.68
1	7	19	20	32	35	20.54305556	39.04	19.34	362.22
1	7	19	20	33	35	20.55972222	36.6	18.32	361.44
1	7	19	20	34	35	20.57638889	34.48	17.46	361.45
1	7	19	20	35	35	20.59305556	32.33	16.58	361.61
1	7	19	20	36	35	20.60972222	29.08	14.97	360.26
1	7	19	20	37	35	20.62638889	22.28	11.18	359.15
1	7	19	20	38	35	20.64305556	16.38	7.89	360.09
1	7	19	20	39	35	20.65972222	13.28	6.28	359.71
1	7	19	20	40	35	20.67638889	11.75	5.69	359.5
1	7	19	20	41	35	20.69305556	11.09	5.55	358.57
1	7	19	20	42	35	20.70972222	10.48	5.44	359.04
1	7	19	20	43	35	20.72638889	10.54	5.75	357.85
1	7	19	20	44	35	20.74305556	12.5	7.37	358.35
1	7	19	20	45	35	20.75972222	14.05	8.69	358.67
1	7	19	20	46	35	20.77638889	13.06	8.29	358.26
1	7	19	20	47	35	20.79305556	10.26	6.55	357.48
1	7	19	20	48	35	20.80972222	8.21	5.24	357.42
1	7	19	20	49	35	20.82638889	6.91	4.52	357.37
1	7	19	20	50	35	20.84305556	6.45	4.43	356.66
1	7	19	20	51	35	20.85972222	5.77	4.22	355.51
1	7	19	20	52	35	20.87638889	4.99	3.88	355.2
1	7	19	20	53	35	20.89305556	4.25	3.64	354.82
1	7	19	20	54	35	20.90972222	3.64	3.45	354.39
1	7	19	20	55	35	20.92638889	3.1		3.25	353.86
1	7	19	20	56	35	20.94305556	2.6		3.09	353.37
1	7	19	20	57	35	20.95972222	2.08	2.9		352.97
1	7	19	20	58	35	20.97638889	1.6		2.77	352.97
1	7	19	20	59	35	20.99305556	1.26	2.71	353.25
1	7	19	21	0	35	21.00972222	1.09	2.82	354.03
1	7	19	21	1	35	21.02638889	0.97	2.89	353.31
1	7	19	21	2	35	21.04305556	0.66	2.88	352.94
1	7	19	21	3	35	21.05972222	0.34	2.76	352.53
1	7	19	21	4	35	21.07638889	-0.01	2.64	351.49
1	7	19	21	5	35	21.09305556	-0.42	2.44	350.42
1	7	19	21	6	35	21.10972222	-0.8	2.27	349.3
1	7	19	21	7	35	21.12638889	-1.23	2.06	348.89
1	7	19	21	8	35	21.14305556	-1.55	1.89	348.66
1	7	19	21	9	35	21.15972222	-1.76	1.82	348.28
1	7	19	21	10	35	21.17638889	-1.96	1.77	347.67
1	7	19	21	11	35	21.19305556	-2.09	1.73	348.85
1	7	19	21	12	35	21.20972222	-2.06	1.81	349.36
1	7	19	21	13	35	21.22638889	-1.99	1.92	349.12
1	7	19	21	14	35	21.24305556	-1.94	2.03	349.26
1	7	19	21	15	35	21.25972222	-1.84	2.15	349.66
1	7	19	21	16	35	21.27638889	-1.83	2.2		348.78
1	7	19	21	17	35	21.29305556	-1.91	2.19	348.2
1	7	19	21	18	35	21.30972222	-1.94	2.19	349.32
1	7	19	21	19	35	21.32638889	-1.8	2.35	349.7
1	7	19	21	20	35	21.34305556	-1.7	2.47	349.27
1	7	19	21	21	35	21.35972222	-1.72	2.48	348.66
1	7	19	21	22	35	21.37638889	-1.88	2.39	348.4
1	7	19	21	23	35	21.39305556	-2		2.34	348.36
1	7	19	21	24	35	21.40972222	-2.07	2.31	348.25
1	7	19	21	25	35	21.42638889	-2.13	2.28	347.56
1	7	19	21	26	35	21.44305556	-2.12	2.3		347.04
1	7	19	21	27	35	21.45972222	-2.11	2.3		346.05
1	7	19	21	28	35	21.47638889	-2.2	2.18	345.57
1	7	19	21	29	35	21.49305556	-2.24	2.1		344.73
1	7	19	21	30	35	21.50972222	-2.33	2.01	344.46
1	7	19	21	31	35	21.52638889	-2.31	1.98	345.28
