Solar Radiation File									
Wall Study 2001									
SLTEST Site									
Date:  July 2001									

Year	Month	Day	Hour	Minute	Second	Decimal Time	Rs down	Rs up	L down
1	7	19	21	32	35	21.54305556	-2.17	2.07	345.93
1	7	19	21	33	35	21.55972222	-2		2.19	346.29
1	7	19	21	34	35	21.57638889	-1.85	2.3		346.6
1	7	19	21	35	35	21.59305556	-1.75	2.38	346.26
1	7	19	21	36	35	21.60972222	-1.73	2.41	345.9
1	7	19	21	37	35	21.62638889	-1.72	2.41	344.98
1	7	19	21	38	35	21.64305556	-1.88	2.3		343.79
1	7	19	21	39	35	21.65972222	-2.08	2.12	343.16
1	7	19	21	40	35	21.67638889	-2.29	1.96	342.84
1	7	19	21	41	35	21.69305556	-2.35	1.89	343.95
1	7	19	21	42	35	21.70972222	-2.25	2.02	345.91
1	7	19	21	43	35	21.72638889	-1.88	2.31	347.71
1	7	19	21	44	35	21.74305556	-1.43	2.71	349
1	7	19	21	45	35	21.75972222	-1.08	3		349.12
1	7	19	21	46	35	21.77638889	-0.89	3.17	348.69
1	7	19	21	47	35	21.79305556	-0.91	3.15	347.36
1	7	19	21	48	35	21.80972222	-1.08	3.01	346.4
1	7	19	21	49	35	21.82638889	-1.3	2.82	346.26
1	7	19	21	50	35	21.84305556	-1.33	2.79	346.98
1	7	19	21	51	35	21.85972222	-1.26	2.8		347.65
1	7	19	21	52	35	21.87638889	-1.2	2.83	346.72
1	7	19	21	53	35	21.89305556	-1.29	2.76	346.6
1	7	19	21	54	35	21.90972222	-1.33	2.69	346.78
1	7	19	21	55	35	21.92638889	-1.42	2.61	346.22
1	7	19	21	56	35	21.94305556	-1.61	2.47	345.1
1	7	19	21	57	35	21.95972222	-1.84	2.28	344.21
1	7	19	21	58	35	21.97638889	-2.02	2.13	344.43
1	7	19	21	59	35	21.99305556	-2.04	2.11	344.92
1	7	19	22	0	35	22.00972222	-1.97	2.16	344.86
1	7	19	22	1	35	22.02638889	-1.91	2.21	345.19
1	7	19	22	2	35	22.04305556	-1.73	2.36	345.24
1	7	19	22	3	35	22.05972222	-1.63	2.4		345.33
1	7	19	22	4	35	22.07638889	-1.59	2.41	344.64
1	7	19	22	5	35	22.09305556	-1.62	2.41	344.86
1	7	19	22	6	35	22.10972222	-1.55	2.43	345.42
1	7	19	22	7	35	22.12638889	-1.46	2.49	345.16
1	7	19	22	8	35	22.14305556	-1.49	2.44	344.25
1	7	19	22	9	35	22.15972222	-1.61	2.35	344.08
1	7	19	22	10	35	22.17638889	-1.61	2.35	344.96
1	7	19	22	11	35	22.19305556	-1.49	2.43	345.1
1	7	19	22	12	35	22.20972222	-1.43	2.48	344.61
1	7	19	22	13	35	22.22638889	-1.42	2.48	344.81
1	7	19	22	14	35	22.24305556	-1.4	2.48	344.47
1	7	19	22	15	35	22.25972222	-1.36	2.51	345.15
1	7	19	22	16	35	22.27638889	-1.31	2.55	344.87
1	7	19	22	17	35	22.29305556	-1.26	2.58	344.93
1	7	19	22	18	35	22.30972222	-1.26	2.58	344.66
1	7	19	22	19	35	22.32638889	-1.33	2.52	344.17
1	7	19	22	20	35	22.34305556	-1.38	2.45	343.97
1	7	19	22	21	35	22.35972222	-1.43	2.41	343.79
1	7	19	22	22	35	22.37638889	-1.48	2.39	343.51
1	7	19	22	23	35	22.39305556	-1.46	2.38	343.69
1	7	19	22	24	35	22.40972222	-1.43	2.41	343.6
1	7	19	22	25	35	22.42638889	-1.4	2.45	343.68
1	7	19	22	26	35	22.44305556	-1.35	2.44	343.16
1	7	19	22	27	35	22.45972222	-1.34	2.45	343.37
1	7	19	22	28	35	22.47638889	-1.33	2.49	343.37
1	7	19	22	29	35	22.49305556	-1.3	2.51	343.31
1	7	19	22	30	35	22.50972222	-1.28	2.5		343.37
1	7	19	22	31	35	22.52638889	-1.3	2.53	343.62
1	7	19	22	32	34	22.54277778	-1.26	2.52	342.99
1	7	19	22	33	35	22.55972222	-1.29	2.51	343.02
1	7	19	22	34	35	22.57638889	-1.33	2.47	342.64
1	7	19	22	35	34	22.59277778	-1.36	2.46	342.69
1	7	19	22	36	34	22.60944444	-1.36	2.44	343.33
1	7	19	22	37	34	22.62611111	-1.3	2.48	343.01
1	7	19	22	38	34	22.64277778	-1.29	2.5		343.05
1	7	19	22	39	34	22.65944444	-1.31	2.48	342.96
1	7	19	22	40	34	22.67611111	-1.32	2.47	342.81
1	7	19	22	41	34	22.69277778	-1.36	2.42	341.83
1	7	19	22	42	34	22.70944444	-1.43	2.36	342
1	7	19	22	43	34	22.72611111	-1.41	2.36	342.27
1	7	19	22	44	34	22.74277778	-1.37	2.4		341.95
1	7	19	22	45	34	22.75944444	-1.37	2.4		341.6
1	7	19	22	46	34	22.77611111	-1.4	2.36	341.4
1	7	19	22	47	34	22.79277778	-1.42	2.33	341.37
1	7	19	22	48	34	22.80944444	-1.43	2.31	341.45
1	7	19	22	49	34	22.82611111	-1.43	2.32	341.04
1	7	19	22	50	34	22.84277778	-1.45	2.33	341.2
1	7	19	22	51	34	22.85944444	-1.37	2.39	340.88
1	7	19	22	52	34	22.87611111	-1.4	2.35	339.89
1	7	19	22	53	34	22.89277778	-1.54	2.25	338.83
1	7	19	22	54	34	22.90944444	-1.67	2.15	338.93
1	7	19	22	55	34	22.92611111	-1.68	2.11	339.23
1	7	19	22	56	34	22.94277778	-1.63	2.17	339
1	7	19	22	57	34	22.95944444	-1.6	2.2		339.2
1	7	19	22	58	34	22.97611111	-1.53	2.25	338.35
1	7	19	22	59	34	22.99277778	-1.6	2.2		336.22
1	7	19	23	0	34	23.00944444	-1.75	2.12	336.51
1	7	19	23	1	34	23.02611111	-1.84	2.03	335.52
1	7	19	23	2	34	23.04277778	-1.98	1.95	333.47
1	7	19	23	3	34	23.05944444	-2.19	1.78	332.35
1	7	19	23	4	34	23.07611111	-2.42	1.61	332.61
1	7	19	23	5	34	23.09277778	-2.45	1.54	333.13
1	7	19	23	6	34	23.10944444	-2.42	1.59	333.55
1	7	19	23	7	34	23.12611111	-2.26	1.73	333.53
1	7	19	23	8	34	23.14277778	-2.11	1.87	332.87
1	7	19	23	9	34	23.15944444	-2.07	1.92	331.56
1	7	19	23	10	34	23.17611111	-2.13	1.86	330.9
1	7	19	23	11	34	23.19277778	-2.25	1.76	330.63
1	7	19	23	12	34	23.20944444	-2.27	1.73	330.73
1	7	19	23	13	34	23.22611111	-2.23	1.77	330.9
1	7	19	23	14	34	23.24277778	-2.17	1.81	331.07
1	7	19	23	15	34	23.25944444	-2.07	1.9		331.28
1	7	19	23	16	34	23.27611111	-1.97	2.01	330.49
1	7	19	23	17	34	23.29277778	-1.9	2.06	330.29
1	7	19	23	18	34	23.30944444	-1.84	2.08	330.47
1	7	19	23	19	34	23.32611111	-1.78	2.11	330.55
1	7	19	23	20	34	23.34277778	-1.75	2.14	331.02
1	7	19	23	21	34	23.35944444	-1.62	2.26	331.48
1	7	19	23	22	34	23.37611111	-1.46	2.38	332.22
1	7	19	23	23	34	23.39277778	-1.29	2.49	331.8
1	7	19	23	24	34	23.40944444	-1.24	2.53	331.24
1	7	19	23	25	34	23.42611111	-1.28	2.49	330.89
1	7	19	23	26	34	23.44277778	-1.33	2.42	330.11
1	7	19	23	27	34	23.45944444	-1.36	2.41	330.34
1	7	19	23	28	34	23.47611111	-1.33	2.4		330.09
1	7	19	23	29	34	23.49277778	-1.32	2.4		329.97
1	7	19	23	30	34	23.50944444	-1.25	2.41	330.31
1	7	19	23	31	34	23.52611111	-1.15	2.49	330.7
1	7	19	23	32	34	23.54277778	-1.04	2.55	331.19
1	7	19	23	33	34	23.55944444	-0.93	2.64	331.51
1	7	19	23	34	34	23.57611111	-0.82	2.72	331.83
1	7	19	23	35	34	23.59277778	-0.75	2.82	331.83
1	7	19	23	36	34	23.60944444	-0.71	2.79	332.74
1	7	19	23	37	34	23.62611111	-0.56	2.9		333.29
1	7	19	23	38	34	23.64277778	-0.38	2.97	333.18
1	7	19	23	39	34	23.65944444	-0.32	3.01	333.3
1	7	19	23	40	34	23.67611111	-0.35	2.96	331.85
1	7	19	23	41	34	23.69277778	-0.5	2.84	331.76
1	7	19	23	42	34	23.70944444	-0.6	2.74	332.34
1	7	19	23	43	34	23.72611111	-0.58	2.76	332.92
1	7	19	23	44	34	23.74277778	-0.56	2.77	332.35
1	7	19	23	45	34	23.75944444	-0.56	2.76	332.03
1	7	19	23	46	34	23.77611111	-0.64	2.69	331.87
1	7	19	23	47	34	23.79277778	-0.72	2.64	332.16
1	7	19	23	48	34	23.80944444	-0.72	2.64	332.61
1	7	19	23	49	34	23.82611111	-0.65	2.69	332.43
1	7	19	23	50	34	23.84277778	-0.66	2.66	332.39
1	7	19	23	51	34	23.85944444	-0.67	2.68	332.17
1	7	19	23	52	34	23.87611111	-0.69	2.62	331.9
1	7	19	23	53	34	23.89277778	-0.71	2.6		332.16
1	7	19	23	54	34	23.90944444	-0.72	2.64	332.61
1	7	19	23	55	34	23.92611111	-0.64	2.68	333.49
1	7	19	23	56	34	23.94277778	-0.5	2.79	334.51
1	7	19	23	57	34	23.95944444	-0.34	2.86	334.37
1	7	19	23	58	34	23.97611111	-0.24	2.93	334.72
1	7	19	23	59	34	23.99277778	-0.17	2.96	334.4
