ALT(m)	PRESS(mb)	TEMP(C)	RH(%)	SPEED (m/s)	WDIR(deg)
1756	825.66		27.58	14.42	7.80		270.99
1758	825.47		27.56	14.41	7.85		270.21
1760	825.25		27.54	14.39	7.60		270.34
1762	825.06		27.54	14.34	7.50		271.59
1763	824.99		27.48	14.35	7.50		271.55
1764	824.86		27.41	14.34	7.70		272.19
1765	824.79		27.48	14.35	7.57		272.59
1766	824.68		27.45	14.36	7.60		274.99
1769	824.42		27.46	14.40	7.70		277.49
1770	824.35		27.41	14.41	7.60		277.69
1771	824.25		27.46	14.43	7.60		279.04
1772	824.11		27.46	14.44	7.50		280.49
1773	824.08		27.41	14.43	7.40		278.39
1774	823.99		27.41	14.46	7.10		276.59
1776	823.79		27.39	14.49	7.15		277.39
1777	823.67		27.41	14.47	7.30		278.89
1778	823.54		27.33	14.48	7.00		278.19
1779	823.45		27.37	14.48	6.80		276.29
1780	823.40		27.33	14.48	6.60		274.49
1781	823.27		27.37	14.44	6.70		274.19
1782	823.17		27.29	14.44	6.70		275.19
1783	823.10		27.33	14.45	6.60		275.69
1784	822.99		27.29	14.46	6.90		274.79
1785	822.90		27.29	14.48	7.10		273.29
1786	822.82		27.37	14.44	7.00		271.69
1787	822.76		27.33	14.44	7.00		270.89
1788	822.65		27.29	14.44	7.15		270.19
1789	822.58		27.29	14.44	7.10		268.79
1790	822.48		27.21	14.44	7.35		269.60
1792	822.29		27.31	14.45	6.85		269.69
1793	822.18		27.25	14.43	6.30		272.59
1794	822.11		27.21	14.44	6.60		272.56
1795	821.98		27.23	14.43	7.10		273.49
1796	821.91		27.21	14.42	7.05		273.77
1798	821.69		27.17	14.41	7.40		274.39
1800	821.55		27.13	14.40	7.60		273.99
1801	821.46		27.17	14.40	7.65		274.54
1802	821.31		27.17	14.40	7.50		274.19
1803	821.24		27.17	14.39	7.25		272.08
1804	821.16		27.09	14.38	7.60		269.80
1805	821.06		27.09	14.37	7.70		269.69
